2022-02-22 07:53:50 ERROR business-4-7 c.w.a.s.h.ServerProcessHandler /192.168.2.205:48241 -> [异常]原因：远程主机强迫关闭了一个现有的连接。
2022-02-22 07:53:50 INFO  business-4-3 c.w.a.s.h.ServerProcessHandler /192.168.2.205:48241 !- [断开连接]
2022-02-22 07:54:10 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 07:54:30 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;07:54:01 GMT 02/22/2022;)
2022-02-22 07:54:30 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 07:54:50 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;07:54:21 GMT 02/22/2022;)
2022-02-22 07:54:50 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 07:54:52 INFO  worker-3-3 c.w.a.common.Message [decode]type=1065,length=0078,CommonOperation(context=1060;002536;7;20;7;24;200;07:54:23 GMT 02/22/2022;00:06:8E:02:CE:15^)
2022-02-22 07:54:52 INFO  worker-3-3 c.w.a.common.Message [encode]0067;0010;
2022-02-22 07:55:10 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;07:54:41 GMT 02/22/2022;)
2022-02-22 07:55:10 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 07:55:30 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;07:55:01 GMT 02/22/2022;)
2022-02-22 07:55:30 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 07:55:50 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;07:55:21 GMT 02/22/2022;)
2022-02-22 07:55:50 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 07:56:10 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;07:55:41 GMT 02/22/2022;)
2022-02-22 07:56:10 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 07:56:30 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;07:56:01 GMT 02/22/2022;)
2022-02-22 07:56:30 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 07:56:50 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;07:56:21 GMT 02/22/2022;)
2022-02-22 07:56:50 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 07:57:10 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;07:56:41 GMT 02/22/2022;)
2022-02-22 07:57:10 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 07:57:30 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;07:57:01 GMT 02/22/2022;)
2022-02-22 07:57:30 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 07:57:50 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;07:57:21 GMT 02/22/2022;)
2022-02-22 07:57:50 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 07:58:10 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;07:57:41 GMT 02/22/2022;)
2022-02-22 07:58:10 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 07:58:30 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;07:58:01 GMT 02/22/2022;)
2022-02-22 07:58:30 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 07:58:50 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;07:58:21 GMT 02/22/2022;)
2022-02-22 07:58:50 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 07:59:10 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;07:58:41 GMT 02/22/2022;)
2022-02-22 07:59:10 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 07:59:30 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;07:59:01 GMT 02/22/2022;)
2022-02-22 07:59:30 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 07:59:50 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;07:59:21 GMT 02/22/2022;)
2022-02-22 07:59:50 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:00:10 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;07:59:41 GMT 02/22/2022;)
2022-02-22 08:00:10 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:00:30 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:00:01 GMT 02/22/2022;)
2022-02-22 08:00:30 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:00:50 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:00:22 GMT 02/22/2022;)
2022-02-22 08:00:50 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:01:10 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:00:42 GMT 02/22/2022;)
2022-02-22 08:01:10 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:01:30 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:01:02 GMT 02/22/2022;)
2022-02-22 08:01:30 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:01:50 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:01:22 GMT 02/22/2022;)
2022-02-22 08:01:50 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:02:10 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:01:42 GMT 02/22/2022;)
2022-02-22 08:02:10 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:02:30 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:02:02 GMT 02/22/2022;)
2022-02-22 08:02:30 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:02:50 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:02:22 GMT 02/22/2022;)
2022-02-22 08:02:50 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:03:10 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:02:42 GMT 02/22/2022;)
2022-02-22 08:03:10 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:03:30 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:03:02 GMT 02/22/2022;)
2022-02-22 08:03:30 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:03:50 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:03:22 GMT 02/22/2022;)
2022-02-22 08:03:50 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:04:10 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:03:42 GMT 02/22/2022;)
2022-02-22 08:04:10 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:04:30 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:04:02 GMT 02/22/2022;)
2022-02-22 08:04:30 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:04:50 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:04:22 GMT 02/22/2022;)
2022-02-22 08:04:50 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:04:52 INFO  worker-3-3 c.w.a.common.Message [decode]type=1065,length=0078,CommonOperation(context=1060;002537;7;20;7;24;200;08:04:23 GMT 02/22/2022;00:06:8E:02:CE:15^)
2022-02-22 08:04:52 INFO  worker-3-3 c.w.a.common.Message [encode]0067;0010;
2022-02-22 08:05:10 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:04:42 GMT 02/22/2022;)
2022-02-22 08:05:10 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:05:30 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:05:02 GMT 02/22/2022;)
2022-02-22 08:05:30 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:05:50 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:05:22 GMT 02/22/2022;)
2022-02-22 08:05:50 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:06:10 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:05:42 GMT 02/22/2022;)
2022-02-22 08:06:10 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:06:30 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:06:02 GMT 02/22/2022;)
2022-02-22 08:06:30 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:06:50 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:06:22 GMT 02/22/2022;)
2022-02-22 08:06:50 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:07:10 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:06:42 GMT 02/22/2022;)
2022-02-22 08:07:10 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:07:30 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:07:02 GMT 02/22/2022;)
2022-02-22 08:07:30 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:07:50 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:07:22 GMT 02/22/2022;)
2022-02-22 08:07:50 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:08:10 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:07:42 GMT 02/22/2022;)
2022-02-22 08:08:10 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:08:30 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:08:02 GMT 02/22/2022;)
2022-02-22 08:08:30 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:08:50 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:08:22 GMT 02/22/2022;)
2022-02-22 08:08:50 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:09:10 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:08:42 GMT 02/22/2022;)
2022-02-22 08:09:10 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:09:30 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:09:02 GMT 02/22/2022;)
2022-02-22 08:09:30 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:09:50 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:09:22 GMT 02/22/2022;)
2022-02-22 08:09:50 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:10:10 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:09:42 GMT 02/22/2022;)
2022-02-22 08:10:10 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:10:30 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:10:02 GMT 02/22/2022;)
2022-02-22 08:10:30 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:10:50 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:10:22 GMT 02/22/2022;)
2022-02-22 08:10:50 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:11:10 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:10:42 GMT 02/22/2022;)
2022-02-22 08:11:10 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
2022-02-22 08:11:30 INFO  worker-3-3 c.w.a.common.Message [decode]type=1080,length=0091,CommonOperation(context=V2-V1000;192.168.2.205;00:06:8E:02:CE:15;VertX_EVO_V1000;08:11:02 GMT 02/22/2022;)
2022-02-22 08:11:30 INFO  worker-3-3 c.w.a.common.Message [encode]0080;0010;
